tokenID	Bit String	Type of Token	description	external_url	Starting Project	Unit	Deleverable	Years_Duration	Impact Type	SDGs	KML	Starting Date	Implementer Partner	Document Type	Internal Verification	IV_Document	Local Verification	Imv_Document	Project Type	Impact Unit
1842	01100000010001100000101000101010101110000101011000000000011100110010000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1843	01100000010001100000101000101010101110000101011000000000011100110011000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1844	01100000010001100000101000101010101110000101011000000000011100110100000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1845	01100000010001100000101000101010101110000101011000000000011100110101000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1846	01100000010001100000101000101010101110000101011000000000011100110110000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1847	01100000010001100000101000101010101110000101011000000000011100110111000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1848	01100000010001100000101000101010101110000101011000000000011100111000000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1849	01100000010001100000101000101010101110000101011000000000011100111001000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1850	01100000010001100000101000101010101110000101011000000000011100111010000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1851	01100000010001100000101000101010101110000101011000000000011100111011000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1852	01100000010001100000101000101010101110000101011000000000011100111100000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1853	01100000010001100000101000101010101110000101011000000000011100111101000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1854	01100000010001100000101000101010101110000101011000000000011100111110000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1855	01100000010001100000101000101010101110000101011000000000011100111111000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1856	01100000010001100000101000101010101110000101011000000000011101000000000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1857	01100000010001100000101000101010101110000101011000000000011101000001000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1858	01100000010001100000101000101010101110000101011000000000011101000010000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1859	01100000010001100000101000101010101110000101011000000000011101000011000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1860	01100000010001100000101000101010101110000101011000000000011101000100000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1861	01100000010001100000101000101010101110000101011000000000011101000101000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1862	01100000010001100000101000101010101110000101011000000000011101000110000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1863	01100000010001100000101000101010101110000101011000000000011101000111000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1864	01100000010001100000101000101010101110000101011000000000011101001000000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1865	01100000010001100000101000101010101110000101011000000000011101001001000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1866	01100000010001100000101000101010101110000101011000000000011101001010000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1867	01100000010001100000101000101010101110000101011000000000011101001011000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
